Name,Type,Product,Activity,Location,Database,Current_code,New_code
SCHOOLBUS_ETOH_E10_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,1c3ca9952fef4e2ab6bf60dca087ad12,3q9hi9f6rb87rcio7tz48r25m21rro60
SCHOOLBUS_ETOH_E10_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,cc7fc35475364da3a498c63c7bb46501,ev4udbu4z3m7h4l2ic014dv51e1h0c7g
SCHOOLBUS_EV_SD,Operation,"transport, passenger bus","transport, passenger bus, battery electric - overnight charging, 13m single deck urban bus",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,1a6dde6f342f4fdd82e42302930c6898,h0w5csk7p0wi65h9smxvo7ruz7svadi5
SCHOOLBUS_EV_SD,Construction,passenger bus,"passenger bus, battery electric - overnight charging, 13m single deck urban bus",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,8fb8a4b0bbb44c04a9588d25b9d9e895,i7ugp2nhrawnvo9ft5d1wh52cghna579
SCHOOLBUS_GASOLINE_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,1c3ca9952fef4e2ab6bf60dca087ad12,3fvsv1bciut60xzzrlldb2ek8zrcezd9
SCHOOLBUS_GASOLINE_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,cc7fc35475364da3a498c63c7bb46501,mfzzj79aobgje7vk5206n5aj4cbed79u
SCHOOLBUS_HY_DIESEL_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel hybrid, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,bb656b5acbbb42d58ac94c18070100eb,hfrt2me2971v22jjps2i3h4jfcfj45nn
SCHOOLBUS_HY_DIESEL_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel hybrid, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,63ee3db2eb1c46e2bd24e6775f357378,nyjxdyus0gp0gwia3d5wdqy5opvpl9so
SCHOOLBUS_PROPANE_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b8b1e8cb1137488b929e77c74999ecd5,l88jvsdkth6j541jdtsi0hg4zb36a5gr
SCHOOLBUS_PROPANE_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m single deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,387e39a50aa3431fb4a2032906ed88e9,t7f4qseihgmzreaxs7hrnm7x7p981pcx
