Name,Activity name,Activity code,Amount
IND_BOILER_WASTE_CC,"treatment of waste bitumen sheet, municipal incineration",honhchzpnjvbqn1a5c911d3gluptj6ch,0.005279233372988365
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",quekc9po5xja90w9j5tdm4x6lim14jbp,1.932304204860208e-08
IND_BOILER_WASTE_CC,"treatment of waste polyethylene, municipal incineration",7xy1jhg6p5z14u8m2oxi9a98707dqmks,0.08400399415691528
IND_BOILER_WASTE_CC,"treatment of waste graphical paper, municipal incineration",0rvwy41olj0apiuqejh6avm6ri6tf49s,0.1236802245579232
IND_BOILER_WASTE_CC,"treatment of digester sludge, municipal incineration",df8dose7d2ivqbd1ioccyjyrs1uuz1c4,0.003369980952428378
IND_BOILER_WASTE_CC,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",eqwuyo43ip5ges45h8eoix7wcbiyz4ie,0.00087992986490036
IND_BOILER_WASTE_CC,"treatment of waste polyethylene terephthalate, municipal incineration",lfyxfcpmf813xd5q6rr8qdzeg3gwm75j,0.01520554771454857
IND_BOILER_WASTE_CC,"treatment of waste packaging paper, municipal incineration",kr9uovc8egj3cnfzjpn834cyh1rf6tvg,0.04439072395674384
IND_BOILER_WASTE_CC,"treatment of waste polyurethane, municipal incineration",2ic8rv5fs3h4xax8sxx3w000w6coh7dz,0.02012305711870778
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",n3dhrrvtpown1p6n1r9cw7jrbhz5st3b,3.026944379141186e-05
IND_BOILER_WASTE_CC,"treatment of waste paint, municipal incineration",mg05vjh8tverm9vehc2e9u9x5um4kwlk,0.0009652743877517511
IND_BOILER_WASTE_CC,"treatment of waste expanded polystyrene, municipal incineration",3z15gft5ql2jnl4qb213gk0b6kykgde3,0.007089582299203097
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",w395y4b25wtx3b9jl3d8v5hyotaxk39k,0.0003639631301084718
IND_BOILER_WASTE_CC,"treatment of waste vapour barrier, flame-retarded, municipal incineration",861dpsg5er4bglxgvlbv6oqj7szw00uk,0.000314831263118604
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",tokkhfzjkfpap1pu8opwkkgks5qrmphl,0.001440757633971753
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",voyfx9jgvr7i8d1b4b735q88ujabbxlq,1.015318790529243e-12
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",hk5s6hxvwlgmkrismgtj2wjqfszvty04,1.259386852704175e-05
IND_BOILER_WASTE_CC,"treatment of waste plastic, consumer electronics, municipal incineration",2nyq5ym0nnby5210kafswrguu8o9xs54,0.003917754151879025
IND_BOILER_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",topnc1mqlfdyr5aakznekrn346p5dg2a,0.000732471986898891
IND_BOILER_WASTE_CC,"treatment of waste glass, municipal incineration",95pz2nhu0dmhh90m6p0bbjiwozqagklf,0.000170158966407633
IND_BOILER_WASTE_CC,"treatment of waste paperboard, municipal incineration",rzfvaai543pcdz3whd05srrq8ysqwxgs,0.03241596608807133
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",4yz4312cv1jhra6kbapag38xhshcyjgv,4.588092984105681e-05
IND_BOILER_WASTE_CC,"treatment of waste polystyrene, municipal incineration",o7v2vc3f6bled6sdpivfokcpdy6ogrfh,0.01748793604559293
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",0ew6r9b46v1yrjonr89xahz5yxkpisq8,4.845747101843789e-06
IND_BOILER_WASTE_CC,"treatment of used liquid crystal display module, municipal incineration",2s5gy6612qx7rodp0kdya0ic8cacqz96,0.0001425109441247547
IND_BOILER_WASTE_CC,"treatment of waste wood, untreated, municipal incineration",kdinu0fgh2xva8m7wg7o9adruox99geo,0.2531150616532692
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",qwtz9ylsxmr4g1iglzpixerx3xpcj8xj,0.001318468958867559
IND_BOILER_WASTE_CC,"treatment of waste sealing sheet, polyethylene, municipal incineration",d6rsm1tt40cfbuvpvk5koyg7c3c11is6,0.00141534012755785
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",g95opb0si2onhaits2dgkvbbrw8vl1cd,3.078276584020738e-16
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",tsbdi9weg326y6g5yx4goryp7zue2bf6,0.08481063407681307
IND_BOILER_WASTE_CC,"treatment of waste paint, municipal incineration",hg0g7n6nxdho0l3ail2e6j1i5umvxb0r,0.006162328572572084
IND_BOILER_WASTE_CC,"treatment of waste plastic, industrial electronics, municipal incineration",uw2sepsgye0fj9omznvs1fnyeoa8bqve,0.003932278441258398
IND_BOILER_WOOD,"heat production, wood chips from industry, at furnace 1000kW",4imuy0o5nwolpra07egnsqol90bd090k,1.0
IND_COGEN_GAS,"heat and power co-generation, natural gas, 1MW electrical, lean burn",f2zhjcg4m7pwzmtb4ho1edff446unjg5,1.0
IND_COGEN_WASTE,"treatment of spent anion exchange resin from potable water production, municipal incineration",xry95a8lfe4u1qx3ao30pw79a9wm1opa,1.44992176893731e-06
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",otmut59xqic0j9ozy788cjdxhe3q4h92,0.0002478552691769348
IND_COGEN_WASTE,"treatment of waste cement-fibre slab, dismantled, municipal incineration",x6dlrezmqpwpzlqgvzkcbxcvon4rmk5b,0.0006597139725959587
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",rpad2vpi9rclpvs5ehjt7zxyiud6aegt,0.0002254450273321832
IND_COGEN_WASTE,"treatment of waste rubber, unspecified, municipal incineration",ljqdfz9im4utc34anlaz15a5opmrqaq8,0.01062000304772941
IND_COGEN_WASTE,"treatment of waste newspaper, municipal incineration",16lcndhgo53szc9lrcbpqkcau7bwcey6,0.02776127715839601
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",k93rlrkwog6c0uoph8zyh3catyf6v8rz,9.797174095635677e-13
IND_COGEN_WASTE,"treatment of municipal solid waste, municipal incineration",lcakqlradwkp6or0euhm008646vmgb07,0.04342031299761565
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",s2my29kcbgjvomxhd6q2jc82v9179jiq,0.0008487718060174665
IND_COGEN_WASTE,"treatment of spent cation exchange resin from potable water production, municipal incineration",esyy8m8h5eg4ku9581lrgydb8izq4voo,1.108255152108245e-07
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",a0brbr76etmgxkyko3oa9q1qa2lriq2a,6.165897727942606e-15
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",92kmzucjka4i2ncjjmav42l8v3j33yrx,3.325775987079078e-06
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",kw3827n8wt412jo8earwhy76bc0hohzy,4.65802991646643e-12
IND_COGEN_WASTE,"treatment of waste wood pole, chrome preserved, municipal incineration",htflco67gdd1sf3wqg82ph83cfm06uuq,0.00204100847421573
IND_COGEN_WASTE,"treatment of waste textile, soiled, municipal incineration",d1e3kk58588v6k8hv5jv0eunn64kmobi,0.00926615080762631
IND_COGEN_WASTE,"treatment of waste plastic, mixture, municipal incineration",wp4zz1aio6sddq986drcg4hlpp42k23w,0.07555506356080281
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",voxrzu6cg9wxnq7cal0p8sa19un5hami,8.796603986101573e-08
IND_COGEN_WASTE,"treatment of biowaste, municipal incineration",jmstydgmn8lg0kauctgmgwvnje42fmyt,0.05903086183473824
IND_COGEN_WASTE,"treatment of waste rubber, unspecified, municipal incineration",5x78h5g9wakzlemibxlqatb4w3lq9nqy,0.00597053940406653
IND_COGEN_WASTE,"treatment of raw sewage sludge, municipal incineration",8kanwt4j3875dtayzskrivfqmsc994ak,0.001997262697870713
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",fr4tmx0rn718bndahzc2f1sz4gsixl74,1.359335863373781e-06
IND_COGEN_WASTE,"treatment of waste emulsion paint, municipal incineration",lun44nofupobx9wecpd5suz63bh3xomk,0.004676113974171375
IND_COGEN_WASTE,"treatment of waste polyvinylchloride, municipal incineration",qx42yhzlsitfx8fcps0sp1jmpr3b6v0e,0.006160978774061147
IND_COGEN_WASTE,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",r6o0d33z2or2puqfzz50nufpxybncgws,0.003339376199807556
IND_COGEN_WASTE,"treatment of waste polypropylene, municipal incineration",689w7006ljnss844nys0xpdhftodt5kh,0.02401089815079357
IND_COGEN_WASTE,"treatment of waste polyvinylfluoride, municipal incineration",d0kjxmk2rfvndgof8xbxgrtwnr5i0ynm,0.0007900089519034191
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",9ztdyw942q2tinleighdubsrwiqd1wtx,2.034467379614961e-09
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",4iv60jpkndyl4afhbu2yagihdo70mvrx,0.0003753664263533487
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",s8kulu3xv66ipukceetbaoo3lrk0f67b,9.206405630948103e-15
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",u5t7of6tio66ncoetmdvn1en7ib174y0,1.154013357849329e-07
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",uqg2g2w5lk71kkxdlauyypx82bfd7vk5,0.0005915187340662672
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, industrial device, municipal incineration",k5hanks1aalcd22str7863dyj4jaw5lg,0.001045575927107973
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",qn3x77wazcdmplt5saz5gltyauvtg11d,0.007028617596899336
IND_COGEN_WASTE,"treatment of waste wire plastic, municipal incineration",mjng0cckss3jfhnxwhue4rx95rh5ubx8,0.0002433077833355358
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from hard fibreboard production, municipal incineration",0jr68rgz7x1n3q69lpq22zida3hs6a8q,4.327561580329696e-06
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, laser printer, municipal incineration",fwj1uitw1ttfp0m26lgi73h6uktzth66,0.0003085892768496114
IND_COGEN_WASTE,"treatment of waste building wood, chrome preserved, municipal incineration",370bnsyy5c7akvhkmiazws1qcqcey6pp,0.0009529835823144692
IND_COGEN_WASTE,"treatment of waste bitumen sheet, municipal incineration",t310h7jte38ufgqghq7t189buzscnw60,0.005279233372988365
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",qcxpauhkx9q4krduzmxpa9j92d7d9qkh,1.932304204860208e-08
IND_COGEN_WASTE,"treatment of waste polyethylene, municipal incineration",2ygms9qjh4tgk9klzy5i7x8ykh6puwin,0.08400399415691528
IND_COGEN_WASTE,"treatment of waste graphical paper, municipal incineration",2lvx31wb863ljk55gd6rrx835u2ngu0w,0.1236802245579232
IND_COGEN_WASTE,"treatment of digester sludge, municipal incineration",356web48jcnijag0dz9k0ye8hv7idm32,0.003369980952428378
IND_COGEN_WASTE,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",ncp0kdkgx90dx98ae35aaifthwyw4jce,0.00087992986490036
IND_COGEN_WASTE,"treatment of waste polyethylene terephthalate, municipal incineration",qe38dc2rt9te7vh3ubprpi5k1q9s8wvn,0.01520554771454857
IND_COGEN_WASTE,"treatment of waste packaging paper, municipal incineration",l4mwn1850xj6d21ojwavgwv21ues3gmo,0.04439072395674384
IND_COGEN_WASTE,"treatment of waste polyurethane, municipal incineration",v3b2pmjoklhqgsumaq8z3drk9ck4zvrt,0.02012305711870778
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",a2gn34m0typsomgew4ymtiqydkr3xvlw,3.026944379141186e-05
IND_COGEN_WASTE,"treatment of waste paint, municipal incineration",ziayn4wrfa6r5bwk2yzucdnox4tzscyx,0.0009652743877517511
IND_COGEN_WASTE,"treatment of waste expanded polystyrene, municipal incineration",p78gn1qkf6367xq31fa0dkmenj6rcm3z,0.007089582299203097
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",zhf6fzhjf557z59n1wjphcz3smyiut8t,0.0003639631301084718
IND_COGEN_WASTE,"treatment of waste vapour barrier, flame-retarded, municipal incineration",6k1l3knt2jhwx15y0o913kni2d3bf11c,0.000314831263118604
IND_COGEN_WASTE,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",tsfd50yqbwbykp7skffo821nzix9rfci,0.001440757633971753
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",2qytrndqnkyvb1lhfqosm6doliykier7,1.015318790529243e-12
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",wytygwzbz4eotvh6thkk9bf1yhaebnlw,1.259386852704175e-05
IND_COGEN_WASTE,"treatment of waste plastic, consumer electronics, municipal incineration",mpe46a6l85xbymvsw8v3yecw89gn7rpj,0.003917754151879025
IND_COGEN_WASTE,"treatment of waste emulsion paint, municipal incineration",iemhspi5usv3hhmcs286tluoesx3kysk,0.000732471986898891
IND_COGEN_WASTE,"treatment of waste glass, municipal incineration",wpos41nc5dhwms9l1n37sgqdzstbmboz,0.000170158966407633
IND_COGEN_WASTE,"treatment of waste paperboard, municipal incineration",gzsksoangou04hw37nvklguf0s8t97qf,0.03241596608807133
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",paux3fjp5read0y9o71e12u7o9g5nfcc,4.588092984105681e-05
IND_COGEN_WASTE,"treatment of waste polystyrene, municipal incineration",93kamuyemk6d7j7pteak552jq72028k0,0.01748793604559293
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",gtuv5udl5dqeqvp03n0wsfxu6zmeaui6,4.845747101843789e-06
IND_COGEN_WASTE,"treatment of used liquid crystal display module, municipal incineration",w26nx2npzr77p3hhxovxvv6ao4pj9smd,0.0001425109441247547
IND_COGEN_WASTE,"treatment of waste wood, untreated, municipal incineration",nan7ssy1v7hph4mqu3dgho8arountp6l,0.2531150616532692
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",jj1811xeli0s1biv4dht9c51zupo65yn,0.001318468958867559
IND_COGEN_WASTE,"treatment of waste sealing sheet, polyethylene, municipal incineration",asc30257pq1vb66fld29snn6bsr2fxbq,0.00141534012755785
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",amanrjj0tzms0cns2bbxqbabjqt9l4l1,3.078276584020738e-16
IND_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",fimak42qcap7m2o2hrzqcywjmxp0bx0j,0.08481063407681307
IND_COGEN_WASTE,"treatment of waste paint, municipal incineration",7jylgsi6kd2g15u80ruhxql14fk0rz2m,0.006162328572572084
IND_COGEN_WASTE,"treatment of waste plastic, industrial electronics, municipal incineration",4oj3mr23ixlwxa8aib5g0c18plhxmngi,0.003932278441258398
IND_COGEN_WASTE_CC,"treatment of spent anion exchange resin from potable water production, municipal incineration",f0wdw8grsrxs4f3gspjzcruk5ewar4zy,1.44992176893731e-06
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",i68rncyapuygutdu4ceeddhe8uadn3sg,0.0002478552691769348
IND_COGEN_WASTE_CC,"treatment of waste cement-fibre slab, dismantled, municipal incineration",7jirfb3j1yww384vtufhpb76i06pibtx,0.0006597139725959587
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",pxb7n7dddmi81abq1hkxxcj21k2dy8af,0.0002254450273321832
IND_COGEN_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",irx0p3bc7wjprtot0sy5j5l620zmzfjk,0.01062000304772941
IND_COGEN_WASTE_CC,"treatment of waste newspaper, municipal incineration",un8rkuqrwwm3e66eu6scwfihi5bpng98,0.02776127715839601
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",uauz5306189fgv5kyf7117lj7jhb9710,9.797174095635677e-13
IND_COGEN_WASTE_CC,"treatment of municipal solid waste, municipal incineration",kt1n8655u2kstxurz0ihy5yyj56k4bpb,0.04342031299761565
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",3ygh3pqbib8vhruccfhjwdkkmf5dlh9x,0.0008487718060174665
IND_COGEN_WASTE_CC,"treatment of spent cation exchange resin from potable water production, municipal incineration",uouqaa1imsza1caf0yumbqf10n983meh,1.108255152108245e-07
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",4mzzgjpq2y4563v69wrb41lsz3o2tlbl,6.165897727942606e-15
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",ynroh7m42k97bubhxqzho518sgtuxaxn,3.325775987079078e-06
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",4kyraljpw9llovjgo5zyqcv1ykws6vsf,4.65802991646643e-12
IND_COGEN_WASTE_CC,"treatment of waste wood pole, chrome preserved, municipal incineration",1pzebaztdyubaxvxl6fbi3nk90csnl6y,0.00204100847421573
IND_COGEN_WASTE_CC,"treatment of waste textile, soiled, municipal incineration",hf5ep4iteebxg1x2ngazkmhfcxiew1bm,0.00926615080762631
IND_COGEN_WASTE_CC,"treatment of waste plastic, mixture, municipal incineration",sezreowqaw15dzcrw3t3ofbayu2o6ep3,0.07555506356080281
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",2175y7ar9mesr2bx4157lcqshp407h7x,8.796603986101573e-08
IND_COGEN_WASTE_CC,"treatment of biowaste, municipal incineration",705wqpxyf82q3hwflta8od29ib2s910g,0.05903086183473824
IND_COGEN_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",prsackyjcyckn7xadgmki0b9tmpcxw3x,0.00597053940406653
IND_COGEN_WASTE_CC,"treatment of raw sewage sludge, municipal incineration",vgs6ywb54gh789v9xj97i4kaw2cifq1h,0.001997262697870713
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",ay3vlui0q5cgvszb9spctcaswdhbf3qq,1.359335863373781e-06
IND_COGEN_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",whvsz834auwikqny0cx7uksfzowm5xxu,0.004676113974171375
IND_COGEN_WASTE_CC,"treatment of waste polyvinylchloride, municipal incineration",plfmc9gclv277w6hp7uxlswp9792nm6s,0.006160978774061147
IND_COGEN_WASTE_CC,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",n44c8gzdmwrahjwdf7bxaee8gmn673u0,0.003339376199807556
IND_COGEN_WASTE_CC,"treatment of waste polypropylene, municipal incineration",qzj8mueeobzkomhcxl56fzxl9gxsplqm,0.02401089815079357
IND_COGEN_WASTE_CC,"treatment of waste polyvinylfluoride, municipal incineration",qrg2fg1a6oepqtwbrw7x4a92cz5m1jxe,0.0007900089519034191
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",j5s8xhcypl0elabzwbtghrlc0r8gyaph,2.034467379614961e-09
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",n872k7asj4q4nvsvg2oq9b1k4v51hna6,0.0003753664263533487
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",eqkx8vghbi6jin60fnzj087v2xdhmocx,9.206405630948103e-15
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",bldj727d1wo1b55icu0fkva9tiiwmp1p,1.154013357849329e-07
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",cxmok7yiud56i64ajc6ekr1jix1y4kp3,0.0005915187340662672
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, industrial device, municipal incineration",wxtzh3avuapfv68sgv6xgad8aqrt2s8z,0.001045575927107973
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",rl3y32uqxnu5wf490stuwj74906h8aut,0.007028617596899336
IND_COGEN_WASTE_CC,"treatment of waste wire plastic, municipal incineration",6ufs9xlgyve84fn02fo42buwyvbmqipy,0.0002433077833355358
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from hard fibreboard production, municipal incineration",myz8bfye3tyong9b1p7lkhlyq3iftz7t,4.327561580329696e-06
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, laser printer, municipal incineration",ueasw359gwn7x02ym8oj3elj6xyzbame,0.0003085892768496114
IND_COGEN_WASTE_CC,"treatment of waste building wood, chrome preserved, municipal incineration",th5kdbwi046tg8cg4v2f2pp7msr50fg2,0.0009529835823144692
IND_COGEN_WASTE_CC,"treatment of waste bitumen sheet, municipal incineration",6jzru1plaae3ztiixbs8z6vmdga9uml5,0.005279233372988365
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",b58st3pybpli743xeag0l8l3vvmicie8,1.932304204860208e-08
IND_COGEN_WASTE_CC,"treatment of waste polyethylene, municipal incineration",x75c3qt6suznhhlxo5h5sar7j8f0kc4c,0.08400399415691528
IND_COGEN_WASTE_CC,"treatment of waste graphical paper, municipal incineration",g6wfjlbjwko9ufa4j794zbjla6xuf5dd,0.1236802245579232
IND_COGEN_WASTE_CC,"treatment of digester sludge, municipal incineration",nn08vy0vq28gc2fahaa3ghpptj5wakf2,0.003369980952428378
IND_COGEN_WASTE_CC,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",v8kuuo71ddli450mo2dztfnho0dw9dzs,0.00087992986490036
IND_COGEN_WASTE_CC,"treatment of waste polyethylene terephthalate, municipal incineration",2mvsv5fxju2mbqe5xe9lv6zujwn1nf9p,0.01520554771454857
IND_COGEN_WASTE_CC,"treatment of waste packaging paper, municipal incineration",z813ld6irgdc237xox47ta3fjf3iaawv,0.04439072395674384
IND_COGEN_WASTE_CC,"treatment of waste polyurethane, municipal incineration",4jf2ptt61cs0wli7xcvv4wuunm16p8ms,0.02012305711870778
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",eox152wanyv90bp3jj7ukm30s4bgq88k,3.026944379141186e-05
IND_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",kas1322wehya7ao45jq52jm4jgdl6otx,0.0009652743877517511
IND_COGEN_WASTE_CC,"treatment of waste expanded polystyrene, municipal incineration",kfrg2d2nvk2z9dzwf1uxdfs6vtny635x,0.007089582299203097
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",c7bmb6vfzylbazi6dehcghvzhwb01atk,0.0003639631301084718
IND_COGEN_WASTE_CC,"treatment of waste vapour barrier, flame-retarded, municipal incineration",r38uh1d4i3tfvg39j0k6o0kfry2lmy2n,0.000314831263118604
IND_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",6ycv2bl00xa9cn5jtodsd3gcxy49gkpa,0.001440757633971753
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",1xcltf8dbkue199q4e06uewavrpbqsis,1.015318790529243e-12
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",fqqnvg7qdv4tjn2e1318t4fx63p1eere,1.259386852704175e-05
IND_COGEN_WASTE_CC,"treatment of waste plastic, consumer electronics, municipal incineration",5t1quf6r53rn3k1b0z7d7lisiql1ldky,0.003917754151879025
IND_COGEN_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",271hf5vv3rs591pa9atwsf622coo8ynw,0.000732471986898891
IND_COGEN_WASTE_CC,"treatment of waste glass, municipal incineration",1wef9vujxl41l5uoo296z0ys8hnvaxo9,0.000170158966407633
IND_COGEN_WASTE_CC,"treatment of waste paperboard, municipal incineration",52ufn6ta0l1eyw17zppz2g9kp6kr0xh2,0.03241596608807133
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",rzlbx64gn9yv7ixbv2s5qrwzwk3onk37,4.588092984105681e-05
IND_COGEN_WASTE_CC,"treatment of waste polystyrene, municipal incineration",2tbm7cq43642u16c25zk8kjef53g7yny,0.01748793604559293
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",tyan2zsaqt0gtkh9wv5y5wowg8w5qjb7,4.845747101843789e-06
IND_COGEN_WASTE_CC,"treatment of used liquid crystal display module, municipal incineration",fh0z0dz0unqymj64e8rtqglb6znojd1o,0.0001425109441247547
IND_COGEN_WASTE_CC,"treatment of waste wood, untreated, municipal incineration",k4af6suu0st7d3pwgy2ys2x97roofmst,0.2531150616532692
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",0jd7w161t3l5y4otqh9r6e4n1x8ytpee,0.001318468958867559
IND_COGEN_WASTE_CC,"treatment of waste sealing sheet, polyethylene, municipal incineration",3a6vtbfc4mev3gj1zn3dtz8x3o87i237,0.00141534012755785
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",xuzvldl8bx29hiwx0r17ny0pmtw1ygpn,3.078276584020738e-16
IND_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",m46sh8hba8f2cpjxtlqswe8xv5f8r5oi,0.08481063407681307
IND_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",d1ugrr4xvt8rwcskc20aacxu27lfbsb6,0.006162328572572084
IND_COGEN_WASTE_CC,"treatment of waste plastic, industrial electronics, municipal incineration",svby14qujba1zzltxlqa9qrzlxfm2zvi,0.003932278441258398
IND_COGEN_WOOD,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",e2jc2i2j1qt88cff9gayq6cp53krhid4,1.0
IND_DIRECT_ELEC,"market for electricity, high voltage",62gy8143xjvm1e2cwzi88dw0gc4ez7uz,1.0
IND_HP_ELEC,"heat production, air-water heat pump 10kW",78sviqc4lgh38zsg6xokkmml1hitqmoa,1.0
LCV_BIODIESEL_B100_MD,"transport, truck, diesel, 3.5t, urban delivery",vmao148d6fex4l91fvswyd68l9ck0tge,1.0
