Name,Activity name,Activity code,Amount
DHN_COGEN_WASTE_CC,"treatment of waste polyethylene terephthalate, municipal incineration",tacknpclgy3vu4tpd2n043wxr6r59s9z,0.01520554771454857
DHN_COGEN_WASTE_CC,"treatment of waste packaging paper, municipal incineration",5zgwzyowjd42ah86d8p9tbszh4j1jq8l,0.04439072395674384
DHN_COGEN_WASTE_CC,"treatment of waste polyurethane, municipal incineration",3jt759mni0e8stgbt08iovibhs6vxth8,0.02012305711870778
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",rb8wsmda0oeh44ifmx6c9iaz9hvanybk,3.026944379141186e-05
DHN_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",tql14oq9kzle5mj7o9zadl28s0ty0622,0.0009652743877517511
DHN_COGEN_WASTE_CC,"treatment of waste expanded polystyrene, municipal incineration",50drmug0ql5gi6uu5uhq6ma1r1qind2g,0.007089582299203097
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",55g4oq7h6s0q7m0b6uh8lz0j01v25pea,0.0003639631301084718
DHN_COGEN_WASTE_CC,"treatment of waste vapour barrier, flame-retarded, municipal incineration",d9aa3n3ejmm1csy2x8f1ywug28mys851,0.000314831263118604
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",1m508an2bk68lq1b4flpu48lf3mif3ga,0.001440757633971753
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",8kqo6mc62326hlcszokqer0aws5h5g3q,1.015318790529243e-12
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",w1e2dhiqfdt6v70p4edb8t4yail1iunr,1.259386852704175e-05
DHN_COGEN_WASTE_CC,"treatment of waste plastic, consumer electronics, municipal incineration",pupdjl8fbuqxjxmpmjxo6hives8d9f2a,0.003917754151879025
DHN_COGEN_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",spzkauj2e6bu4in0r441ykhbh4ofmjj9,0.000732471986898891
DHN_COGEN_WASTE_CC,"treatment of waste glass, municipal incineration",cxruft209nkz4mbctgu2tlt016cnu8et,0.000170158966407633
DHN_COGEN_WASTE_CC,"treatment of waste paperboard, municipal incineration",3qg9gpvtjyjv5iv8gihh5hojtne5pg4e,0.03241596608807133
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",765y3pi8amm4en7y6ayf7uv3b3z38e2c,4.588092984105681e-05
DHN_COGEN_WASTE_CC,"treatment of waste polystyrene, municipal incineration",jcy6j005xoazrwuyg7v7mja408onj3ml,0.01748793604559293
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",3vpfqsizhsoo53ty51xjghim77z19air,4.845747101843789e-06
DHN_COGEN_WASTE_CC,"treatment of used liquid crystal display module, municipal incineration",dshxxr0xkqs8oheiu7mjs5x0sv39g41o,0.0001425109441247547
DHN_COGEN_WASTE_CC,"treatment of waste wood, untreated, municipal incineration",eb6c9up1t0lw47bxxmkrxqmnkquvf2mt,0.2531150616532692
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",t4utp7dphr23xx1zhmzb2ec5kd5jfz92,0.001318468958867559
DHN_COGEN_WASTE_CC,"treatment of waste sealing sheet, polyethylene, municipal incineration",paenl0fcavk2yb4ru915waix1l6ixtjh,0.00141534012755785
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",ejl49yfg235s1i3mpixd5lbkdyapxa8s,3.078276584020738e-16
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",oxdu42kh7mhn2bck7dbt6fydehg63ky2,0.08481063407681307
DHN_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",s3r14txc6xflantkzonczbzmzt5c02h9,0.006162328572572084
DHN_COGEN_WASTE_CC,"treatment of waste plastic, industrial electronics, municipal incineration",babr69kymgpm37wsy10oxmvmtxtofn94,0.003932278441258398
DHN_COGEN_WOOD,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",z49jo1ospinq3ouwq8fp4pksi88eawsn,1.0
DHN_DEEP_GEO,"heat production, deep geothermal",hnrxde52g57u5580syudafyjo95tcu5b,1.0
DHN_HP_ELEC,"heat production, at heat pump 30kW, allocation exergy",hpeilzyql45wel880k2x7s201djalm9a,1.0
DIRECT_USAGE,"carbon dioxide compression, transport and storage",frc1kdb7n22x7uyhkznn2n2g85j382od,1.0
DOGR,"carbon dioxide compression, transport and storage",977l65n94zbqly288nby5th20bqkb9ia,1.0
EOR,"carbon dioxide compression, transport and storage",olc4wnpmwtp2eugq15o6e3v9ugp403sg,1.0
ETHANE_CRACKING,natural gas liquids fractionation,ap8k41g2qb7kpsqarklr8s0ltlcnzdvh,1.0
ETHANE_OXIDATION,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state",fuptblpx021rctkuzdrxxfwe3fkb9r63,1.0
ETHANE_TO_ETHYLENE,"unsaturated hydrocarbons production, steam cracking operation, average",t3bxojt3i6m07huwd5ke4n995dzvxgvq,1.0
ETHANOL_TO_JETFUELS,"kerosene production, from methanol, hydrogen from coal gasification, energy allocation",4nmvmdbh851fd4tvj0i93e1f77z9hpdt,1.0
ETHYLENE_POLYMERIZATION,"unsaturated hydrocarbons production, steam cracking operation, average",qsx41qmazf3cf2n2mquldkhbgg6rlvct,1.0
FOOD_PROD,beet sugar production,4jljh1bh4r4tzx3e07sywarthm4wsw7f,1.0
FOOD_PROD_HP,beet sugar production,gus5551o5932zbssnvshe3ia5v2ktjyp,1.0
FOOD_PROD_HR,beet sugar production,j3khhizlk61x7qoeotze5i4wlvwmwpg9,1.0
FT,"diesel production, synthetic, from Fischer Tropsch process, hydrogen from wood gasification, energy allocation, at fuelling station",saf81u86r0l1c4m6ybhmvzqpors1dlrp,1.0
FT,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation",uzmj64t4zk7ldb0xko3mn3pxj6l8lenc,1.00057
FT,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",iw6hjzx5r767s3u54qxmwtu94cw61uve,2.2612881999999996
FT,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",ckex7qr55wty3l3b211inkq2mlb91isa,0.28266102499999995
FT,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",9a6lcxw8xr40w6qh5hkocle9v06q4z52,1.9786271749999997
GASIFICATION_H2,"hydrogen production, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant",g1ra3zi44jwi6shqomazid28x0blmwnz,1.0
GASIFICATION_SNG,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",m4ob8i6c70n9hm0h84krt4lb9or61q0i,1.0
GASIFICATION_SNG,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",0w4z27r8aobe6y6pjpscrhmbcc85o6hu,0.125
GASIFICATION_SNG,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",iy7r1qsc2g941te2jmyxsi85xnl3bdm9,0.875
GEOTHERMAL,"electricity production, deep geothermal",sx6f9nkdlkmc22u3yfn4fh0l9saaszd8,1.0
H2_CCGT,"electricity production, from hydrogen-fired one gigawatt gas turbine",i61yug1fvjnlpderc71dk0ft4bpdkx17,1.0
H2_COMP_HE,"market for hydrogen, gaseous, low pressure",ovvruxo3hhz4gmoetmsvit1acumo6ys2,1.0
H2_COMP_LM,"market for hydrogen, gaseous, low pressure",ym98v6vh9w7b4elqopk9az6uu1xh6fmn,1.0
H2_COMP_MH,"market for hydrogen, gaseous, low pressure",41uywqg5w8l7hfnvytf78o9o2q3lm1vx,1.0
H2_EXP_EH,"market for hydrogen, gaseous, low pressure",crmre31dbxzm8hbtp4ql1pk3dplw1sny,1.0
H2_EXP_EH_COGEN,"market for hydrogen, gaseous, low pressure",33nvg8uixuy9udik642ewzuek5h5gqcu,1.0
H2_EXP_HM,"market for hydrogen, gaseous, low pressure",adquwbmhz05jxrc2xd7vad6shi8jglka,1.0
H2_EXP_HM_COGEN,"market for hydrogen, gaseous, low pressure",o3o50wg7ajwxsbdbrqfgsf8f6ivj457g,1.0
H2_EXP_ML,"market for hydrogen, gaseous, low pressure",fy5wkk7hhfxv51l7g71ndejvdc9j1iyo,1.0
H2_EXP_ML_COGEN,"market for hydrogen, gaseous, low pressure",zvauqxrfm5ldky9bfxo2ldicixk3ahbp,1.0
H2_NG_CCGT,"electricity production, at natural gas-fired combined cycle power plant",etrsm8npcl6f0dqi61x87cwo6tmm18fj,1.0
H2_NG_CCGT_CCS,"electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m",xs044xalvgsscy0k47vnyfu496spdjeg,1.0
HT_LT_DEC,"market for heat, district or industrial, other than natural gas",vb2x9s2yeui82ppqyxat5rd0z4f47wzd,1.0
HYDRO_DAM,"electricity production, hydro, reservoir, non-alpine region",17cikblul68okwgiszc63v04uu974bdm,1.0
HYDRO_GAS,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",ql4ucja9qa8ztl663i2t6pb9bpiacjx6,1.0
HYDRO_GAS,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",1mzbvxz77mbc0gid1uhf8t5b9y3r93kl,0.125
HYDRO_GAS,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",fe4jr6am1zps2blhvni87yt5verft7hu,0.875
HYDRO_GAS_CHP,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",v3qbz2javpq6exphc4jhgonm9he91073,1.0
HYDRO_GAS_CHP,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",6nw6kimm0vazbomwmo65xq5m2hwu4rd3,0.125
HYDRO_GAS_CHP,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",n3g22jefqw8pzl4r5urkzkiuwb86r0q2,0.875
HYDRO_RIVER,"electricity production, hydro, run-of-river",o2n0j3h6wtvci8o84rjd9t91pd4fbsmx,1.0
IND_BOILER_COAL,"heat production, at hard coal industrial furnace 1-10MW",fffwmlgyhbwwc5ybq60n8eddddqwtz59,1.0
IND_BOILER_GAS,"heat production, natural gas, at industrial furnace >100kW",6l8mevxcgutwzgv6g92h0g1kyy9b2ek8,1.0
IND_BOILER_OIL,"heat production, heavy fuel oil, at industrial furnace 1MW",suj63o6iuja52lwntwadhgqr7gcb7tpj,1.0
IND_BOILER_WASTE,"treatment of spent anion exchange resin from potable water production, municipal incineration",oig9626bxyg29b7lk23meczrvtwjia5y,1.44992176893731e-06
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",l9lznmidw7g35wiqquywrtrh0odbn54v,0.0002478552691769348
IND_BOILER_WASTE,"treatment of waste cement-fibre slab, dismantled, municipal incineration",s33um5idbv2pxhm2e0iidusytm7o6pcg,0.0006597139725959587
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",1i6n7cx6fxqoh9h72xtihdzqk63dd0c2,0.0002254450273321832
IND_BOILER_WASTE,"treatment of waste rubber, unspecified, municipal incineration",d9fdzob23h8kuwyk9rm56yktdx86moro,0.01062000304772941
IND_BOILER_WASTE,"treatment of waste newspaper, municipal incineration",hh917nf1f7f0zp1a2gt3cnx8gi3te3lb,0.02776127715839601
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",fr4ju751gk8ox9tvhq4n71iyf6mnngbh,9.797174095635677e-13
IND_BOILER_WASTE,"treatment of municipal solid waste, municipal incineration",xa5nzv6ugvaoq3k6nhrwl07ml8w011wb,0.04342031299761565
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",s2f50sco35xjuqy4ellj5wr5gr84jrbc,0.0008487718060174665
IND_BOILER_WASTE,"treatment of spent cation exchange resin from potable water production, municipal incineration",0ql4st96nn0ylj4usww0bg6h4hcsbaka,1.108255152108245e-07
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",p4ssssclo9shkfmv06qpk97k3xk43daq,6.165897727942606e-15
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",0u8or46ddu1dwiaaumzc5s87w4ahjkuy,3.325775987079078e-06
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",x9k3qtux7rghawoqaeditwh7zis6lkrh,4.65802991646643e-12
IND_BOILER_WASTE,"treatment of waste wood pole, chrome preserved, municipal incineration",f4qk1sqacackycx73a4lfywuvqtsma91,0.00204100847421573
IND_BOILER_WASTE,"treatment of waste textile, soiled, municipal incineration",sjj6oais2y65r25rod6y3a26b3wzktkj,0.00926615080762631
IND_BOILER_WASTE,"treatment of waste plastic, mixture, municipal incineration",eh9s5dj44ws62j8ycrktg2tq3e05riis,0.07555506356080281
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",e6gkmx5vqozauar11q0sd7yos6vd45eg,8.796603986101573e-08
IND_BOILER_WASTE,"treatment of biowaste, municipal incineration",bn1hlov5vhhc4ph1jdkor00st527eygd,0.05903086183473824
IND_BOILER_WASTE,"treatment of waste rubber, unspecified, municipal incineration",a9ifnux9ypl0z4hlnkl9x2q5pa3avows,0.00597053940406653
IND_BOILER_WASTE,"treatment of raw sewage sludge, municipal incineration",pxmp2r3qv967h0h1knrn6qitkxagpokp,0.001997262697870713
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",a8i7e2cq513b2y1i8ey3wdbcad6vc2yj,1.359335863373781e-06
IND_BOILER_WASTE,"treatment of waste emulsion paint, municipal incineration",my5nzfcs979n6dxq61b8yg745s31sdaf,0.004676113974171375
IND_BOILER_WASTE,"treatment of waste polyvinylchloride, municipal incineration",oxok08x73okpzzv5lpvq88zimsq955g2,0.006160978774061147
IND_BOILER_WASTE,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",vcj40g28tfjajg117dbg90g8i0apdbc3,0.003339376199807556
IND_BOILER_WASTE,"treatment of waste polypropylene, municipal incineration",yv3skp0z3yytu97e2zkhz3ywv5u28239,0.02401089815079357
IND_BOILER_WASTE,"treatment of waste polyvinylfluoride, municipal incineration",dylo2hw56vjfils8i3mlb6964wbukvby,0.0007900089519034191
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",cuw0zirt6j0p1g47elz5aqc9596w8qsl,2.034467379614961e-09
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",wcabwv1gi4mvwn9gl6bigkd3q9on28na,0.0003753664263533487
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",r2r3eib4v08lqevx0ciifaoxi3p86pae,9.206405630948103e-15
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",crydc3ypcdm4sp6gn7zlstxp2j1sa2s4,1.154013357849329e-07
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",6aqz69qj63qectvuyq3ktiozy2egv24l,0.0005915187340662672
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, industrial device, municipal incineration",wrfn6i55sq8hon4ydwekavo37j4s8txp,0.001045575927107973
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",syy0v6v4g7iyzpoq0jroz9b5zpmm0kjd,0.007028617596899336
IND_BOILER_WASTE,"treatment of waste wire plastic, municipal incineration",i9frryy7rdeguh3c06nxkr0sahndoij9,0.0002433077833355358
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from hard fibreboard production, municipal incineration",7hkxm1oh7n80f30l9oj5m7dtndehw4vt,4.327561580329696e-06
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, laser printer, municipal incineration",kuion4fdgmse2731j917m0qe2tju24sx,0.0003085892768496114
IND_BOILER_WASTE,"treatment of waste building wood, chrome preserved, municipal incineration",ltfexxvuy0dzogow53tvl4u73edvy7zb,0.0009529835823144692
IND_BOILER_WASTE,"treatment of waste bitumen sheet, municipal incineration",2ivhd3s2jq9j3j9t1i9yfei44ch4z06k,0.005279233372988365
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",xbu66az4m60aoe9wwbi4qiy4526rieb6,1.932304204860208e-08
IND_BOILER_WASTE,"treatment of waste polyethylene, municipal incineration",f1ydc6v3p72h7m22rjwqmrsu0ajvddme,0.08400399415691528
IND_BOILER_WASTE,"treatment of waste graphical paper, municipal incineration",9kgdq4fsz64hqgm84yg3re6q3zshxph9,0.1236802245579232
IND_BOILER_WASTE,"treatment of digester sludge, municipal incineration",pybex4vt7rb3vsj7s2edsfwwwf2p7y9k,0.003369980952428378
IND_BOILER_WASTE,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",36yo6bz8eicrr36lspfb2e77640u9s91,0.00087992986490036
IND_BOILER_WASTE,"treatment of waste polyethylene terephthalate, municipal incineration",ty2rwcd7wx0zul16axmwbr08ut0wx0a8,0.01520554771454857
IND_BOILER_WASTE,"treatment of waste packaging paper, municipal incineration",owqtgxqsmwulwvooppg4tlmlda8ye6c3,0.04439072395674384
IND_BOILER_WASTE,"treatment of waste polyurethane, municipal incineration",jfp32l6zjtbtauo7uu8honbkkon7jbts,0.02012305711870778
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",ihd75txx81y7u42vsw4dbl59da1146au,3.026944379141186e-05
IND_BOILER_WASTE,"treatment of waste paint, municipal incineration",61w61sa26krna1eiq5vlx9midzla2bzx,0.0009652743877517511
IND_BOILER_WASTE,"treatment of waste expanded polystyrene, municipal incineration",8jy0tn3hb9efuwpkv89wefds89p5cpcl,0.007089582299203097
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",kxu3rqtwmra7g1zfb3dmfskf3x7yzhnk,0.0003639631301084718
IND_BOILER_WASTE,"treatment of waste vapour barrier, flame-retarded, municipal incineration",5lyn87op19hysqmaerlim06gbdtpl43j,0.000314831263118604
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",r020faelv2pvviehbarq6pck7ces1d8g,0.001440757633971753
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",vprchvu6m90zp2hr35wai21nnx1v63o9,1.015318790529243e-12
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",kvqs7mav47nnyy4ed7oo75swxmjalrd4,1.259386852704175e-05
IND_BOILER_WASTE,"treatment of waste plastic, consumer electronics, municipal incineration",u3ayiqrtlipvj9pjzy39e6fzsinmgtit,0.003917754151879025
IND_BOILER_WASTE,"treatment of waste emulsion paint, municipal incineration",3upjeilzk121mywiaaak0sdwcv2cjwk7,0.000732471986898891
IND_BOILER_WASTE,"treatment of waste glass, municipal incineration",jtquijd9vmpqu0q34arkxifknjqmr5zd,0.000170158966407633
IND_BOILER_WASTE,"treatment of waste paperboard, municipal incineration",mpo9zpm7uw2n4zkhetpstoq5c83dhn5r,0.03241596608807133
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",a7dpybjadiq0p3mr4kd49kll81lpq9rt,4.588092984105681e-05
IND_BOILER_WASTE,"treatment of waste polystyrene, municipal incineration",jz02i0hzps2oyov90x02uyf0qxqjctd7,0.01748793604559293
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",4lido8qlzmhc0jhm72x9041tmwmcktoz,4.845747101843789e-06
IND_BOILER_WASTE,"treatment of used liquid crystal display module, municipal incineration",8r8mjutqrha4rxrybzw1rssywvzn2xgs,0.0001425109441247547
IND_BOILER_WASTE,"treatment of waste wood, untreated, municipal incineration",lz908m6mlhxmpibsgpeexc0qcu3w294g,0.2531150616532692
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",gqv7cr70kp3aq7ocv33tfzbm7dc7tmxm,0.001318468958867559
IND_BOILER_WASTE,"treatment of waste sealing sheet, polyethylene, municipal incineration",4g79juwcj9fam6dr1v26hbfpf962tj6w,0.00141534012755785
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",wcrpubzphvbz7z7e0lvf2z7uxwhq8r1q,3.078276584020738e-16
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",j7d9uq0omxu0n3kpm2o8ws0chiau1z3h,0.08481063407681307
IND_BOILER_WASTE,"treatment of waste paint, municipal incineration",g10ywg0pzyby095uh50cialjm8imttnv,0.006162328572572084
IND_BOILER_WASTE,"treatment of waste plastic, industrial electronics, municipal incineration",s3kk6chn2vvulngkn39hbgkgogyqhzry,0.003932278441258398
IND_BOILER_WASTE_CC,"treatment of spent anion exchange resin from potable water production, municipal incineration",ap4o1qu22m97lrlbw4mktglvgbayb9fc,1.44992176893731e-06
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",2t4w0ye9xyymdwsufbfxaugpr6hakwim,0.0002478552691769348
IND_BOILER_WASTE_CC,"treatment of waste cement-fibre slab, dismantled, municipal incineration",kphmtrus8q2a1xt14wp885lnxiiv8fps,0.0006597139725959587
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",m5qnzlp8s9cpf025xqrplqlp488qwcwj,0.0002254450273321832
IND_BOILER_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",dfe5sed0b92flfvicko464ux904jn0z6,0.01062000304772941
IND_BOILER_WASTE_CC,"treatment of waste newspaper, municipal incineration",7wbqordd3ev5x4tcvh487hyu23tw9ztu,0.02776127715839601
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",m01n1yguwmu78ps0dgx985zqlbhshsrs,9.797174095635677e-13
IND_BOILER_WASTE_CC,"treatment of municipal solid waste, municipal incineration",x1ksmsc8x49d05ll2eac4dc8tfu3obm6,0.04342031299761565
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",u121ugr5vvtgcmli0yl3j9c7aeqdmsos,0.0008487718060174665
IND_BOILER_WASTE_CC,"treatment of spent cation exchange resin from potable water production, municipal incineration",0ex16jtieus3iumdpqkrqfdsp3ibsmrh,1.108255152108245e-07
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",ieeinzzalk1n6pii4ln5i8xzc09aa9av,6.165897727942606e-15
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",yhnqvovxrbnlvcswjz2zgh4ctzfd8hek,3.325775987079078e-06
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",wvl9vkk1pxkhg4wydl63mc4353j91uip,4.65802991646643e-12
IND_BOILER_WASTE_CC,"treatment of waste wood pole, chrome preserved, municipal incineration",70ikrlims0e6d4jjmzsn9op3ox3fako3,0.00204100847421573
IND_BOILER_WASTE_CC,"treatment of waste textile, soiled, municipal incineration",myp5tr5nlg37i4uq9qf0jf15gg6t7vmc,0.00926615080762631
IND_BOILER_WASTE_CC,"treatment of waste plastic, mixture, municipal incineration",8k0slyjtk6mq4lk7xialx19lomhc55u4,0.07555506356080281
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",v6gimz2xdfkipee0094jkkd0q6ivvtgk,8.796603986101573e-08
IND_BOILER_WASTE_CC,"treatment of biowaste, municipal incineration",0dj4p0c9af1jo7fstd04xpv2umsuwbg8,0.05903086183473824
IND_BOILER_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",9esiyvphb71k09a8qtpluxdab0s5roxz,0.00597053940406653
IND_BOILER_WASTE_CC,"treatment of raw sewage sludge, municipal incineration",ss744pf31tukh8pgujctpva2017nw4yk,0.001997262697870713
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",ls7ayl5z7mx0rzfg2tqn24nkz4oaeqi5,1.359335863373781e-06
IND_BOILER_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",0p8jsgv3gzs8u9d9ijo3dp67doein2gf,0.004676113974171375
IND_BOILER_WASTE_CC,"treatment of waste polyvinylchloride, municipal incineration",vdqc64izk909xpggb4t7o5e6kx5whthe,0.006160978774061147
IND_BOILER_WASTE_CC,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",2qdnr2un9jv1s9jmet0id70ve7x7c3dd,0.003339376199807556
IND_BOILER_WASTE_CC,"treatment of waste polypropylene, municipal incineration",1h7u8n4xeqrxqe55voz9vewulrqiiga6,0.02401089815079357
IND_BOILER_WASTE_CC,"treatment of waste polyvinylfluoride, municipal incineration",3jnknb7p9npah1blxlax68yjhqazf85v,0.0007900089519034191
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",zdqz00ckr86ajxh3spar6kaowugzuy74,2.034467379614961e-09
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",w93ddtdy5ryiqd39y3u1vk8jdscxg4tx,0.0003753664263533487
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",sitqarh0yy1ap1vq5e4syo3i0oypqglw,9.206405630948103e-15
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",2xcw4tzlsshvsha0nmzjb5hy2gg71s3o,1.154013357849329e-07
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",l603hc2ohfq56bvz8f5eipzbkl75hqok,0.0005915187340662672
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, industrial device, municipal incineration",svimy85bpdtdsfbc8sqaia64tovoxupa,0.001045575927107973
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",aeeqnmmansguukuuxwoe8ioe1wzbai73,0.007028617596899336
IND_BOILER_WASTE_CC,"treatment of waste wire plastic, municipal incineration",nxfyya9k4k0paob4ykfcj0ls31wf11y9,0.0002433077833355358
IND_BOILER_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from hard fibreboard production, municipal incineration",4jdob5beh33a63blk1fzukjz17o5ueyw,4.327561580329696e-06
IND_BOILER_WASTE_CC,"treatment of residue from mechanical treatment, laser printer, municipal incineration",dkvmpcp90jmu4chbadrg79uhd57mvdi2,0.0003085892768496114
IND_BOILER_WASTE_CC,"treatment of waste building wood, chrome preserved, municipal incineration",ru6j6gemmz185da9d5jwb8bavdpho7n0,0.0009529835823144692
