Name,Product,Activity,Location,Database,Code,Amount,Unit,Removed flow product,Removed flow activity,Removed flow location,Removed flow database,Removed flow code
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,6.774991111222147e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.00017933285982086084,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.00022257979047675492,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,5.023120873961996e-06,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,3.0556865604828324e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,8.54131643729749e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,8.966101936196141e-06,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,9.218409506835595e-07,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,2.590345575159649e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,2.856075507884188e-06,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.00019725455433010206,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,3.4309689262093296e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,3.305464543608615e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,3.3071728280372236e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.0004942722016193535,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.00043698758123382085,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,1.4327195868454157e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.000120381222830439,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.0004126397925294719,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,3.611635434334856e-06,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,2.513838356671446e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,1.5392336033597135e-05,kilowatt hour,"electricity, medium voltage","market for electricity, medium voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,49aa7c25dd758456deea060c1befd5b7
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.0017753303566586437,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a6d7c89307482345f5b3ca45dd65637b
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.0009982192640085321,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a6d7c89307482345f5b3ca45dd65637b
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.005680066295629062,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a6d7c89307482345f5b3ca45dd65637b
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.002708790201177513,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0f83e53c2180284e45468002cb4de497
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.0015308504758108365,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0f83e53c2180284e45468002cb4de497
TRAIN_FREIGHT_H2_LD,"transport, freight train","TRAIN_FREIGHT_H2_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,n93oix6dx0e3bsoxx95l0tqa500au43i,0.008813645044918604,kilowatt hour,"electricity, medium voltage","market group for electricity, medium voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0f83e53c2180284e45468002cb4de497
TRAIN_FREIGHT_NG_ELD,"transport, freight train","TRAIN_FREIGHT_NG_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,76lxddlfls7tpgbxccbay7jjt6sr8c8a,4.59e-08,unit,goods wagon,market for goods wagon,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,c91b004de23e25ed1b4ca9536a1ae9ae
TRAIN_FREIGHT_NG_ELD,"transport, freight train","TRAIN_FREIGHT_NG_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,76lxddlfls7tpgbxccbay7jjt6sr8c8a,7.11e-10,unit,locomotive,market for locomotive,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4f0528f2ba10126424d19c5f04809a95
TRAIN_FREIGHT_NG_ELD,"transport, freight train","TRAIN_FREIGHT_NG_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,76lxddlfls7tpgbxccbay7jjt6sr8c8a,0.0107,kilogram,diesel,market for diesel,CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,ddfbd58a2d594c30afd5cbeecaeb4f3e
TRAIN_FREIGHT_NG_LD,"transport, freight train","TRAIN_FREIGHT_NG_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,tqaa69r1pmbh4rbsll8zedxsc9nfqe77,4.59e-08,unit,goods wagon,market for goods wagon,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,c91b004de23e25ed1b4ca9536a1ae9ae
TRAIN_FREIGHT_NG_LD,"transport, freight train","TRAIN_FREIGHT_NG_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,tqaa69r1pmbh4rbsll8zedxsc9nfqe77,7.11e-10,unit,locomotive,market for locomotive,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4f0528f2ba10126424d19c5f04809a95
TRAIN_FREIGHT_NG_LD,"transport, freight train","TRAIN_FREIGHT_NG_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,tqaa69r1pmbh4rbsll8zedxsc9nfqe77,0.0107,kilogram,diesel,market for diesel,CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,ddfbd58a2d594c30afd5cbeecaeb4f3e
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,3.66009801499534e-10,unit,"train, passenger, long-distance","market for train, passenger, long-distance",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,8f966c284aa52e1f90e83dfbd5a14bde
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00225875199961051,kilogram,diesel,market for diesel,CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,ddfbd58a2d594c30afd5cbeecaeb4f3e
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,1.520594126912331e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0007220999434325775,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,3.980693963437515e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00011429533634135394,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00010953561553574832,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00019907738939143818,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,3.138972498164758e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00019372044239640102,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00011014363595105665,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,3.105444745150892e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0007082208740032687,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0002491922126193911,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0008545550816346529,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,7.053901589354283e-07,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00016466696521413962,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,5.880787059076366e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0001418358169843984,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,9.727254720609592e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,6.532050785608717e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,4.2137368172322314e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,2.5552857403437662e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,2.4367779334772517e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,2.0405655384253058e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,1.1250898084748054e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,2.6353899702804347e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,7.643938905296487e-06,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00027898541668509364,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0004519973511996438,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0001442899293089744,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.0005023035049896435,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
TRAIN_H2_ELD,"transport, passenger train","TRAIN_H2_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,gz9z65fnyz744fpdxvxcz33maeb44lwg,0.00015001458097011115,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
