Name,Activity name,Activity code,Amount
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",ojb95yp2ernf1a3xyl4tr77q48noodqk,1.932304204860208e-08
DHN_COGEN_WASTE,"treatment of waste polyethylene, municipal incineration",1o8m3f9i9xf297qel0zfgb1lcguwoxde,0.08400399415691528
DHN_COGEN_WASTE,"treatment of waste graphical paper, municipal incineration",6aksek3dcxqs4fpc2n7dzyv4b7u532ze,0.1236802245579232
DHN_COGEN_WASTE,"treatment of digester sludge, municipal incineration",icj2ypeuu7iizsaxmezwk44nvn630bc0,0.003369980952428378
DHN_COGEN_WASTE,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",joarhdylhqxmq0lnp40duknsdugfhazw,0.00087992986490036
DHN_COGEN_WASTE,"treatment of waste polyethylene terephthalate, municipal incineration",4m2hes168e7r5m0ivuki2kcaq3imxtmy,0.01520554771454857
DHN_COGEN_WASTE,"treatment of waste packaging paper, municipal incineration",myx7wd180wy77p7fj7v599nqz4tvwdgd,0.04439072395674384
DHN_COGEN_WASTE,"treatment of waste polyurethane, municipal incineration",d8chl5p1pg9xfzk6zma707fkh5iwb4yj,0.02012305711870778
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",0cuulfc2v89q1ifw6817dnp313e35tlz,3.026944379141186e-05
DHN_COGEN_WASTE,"treatment of waste paint, municipal incineration",oi6mrp26ejcv2rqlwo9b0f0ojcc805pu,0.0009652743877517511
DHN_COGEN_WASTE,"treatment of waste expanded polystyrene, municipal incineration",2rmu69jh4lsnhqmajhj5f2h6eyiybtwv,0.007089582299203097
DHN_COGEN_WASTE,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",hid3nkxbfihvnq1xu4gnzzqo5cnep6d5,0.0003639631301084718
DHN_COGEN_WASTE,"treatment of waste vapour barrier, flame-retarded, municipal incineration",n5s3a765aqktu7wxn9pcashfd0djnqy1,0.000314831263118604
DHN_COGEN_WASTE,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",ye2mp568t0k1dh9umibl21qfr0gds0pv,0.001440757633971753
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",9zaty1r6v0bdit0xa5vd6ynm42fsfm55,1.015318790529243e-12
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",5s44iusxcd2k8bhxdz8dom2hhokqmlt6,1.259386852704175e-05
DHN_COGEN_WASTE,"treatment of waste plastic, consumer electronics, municipal incineration",9szarqzqry3mt53804eor1d1fnbnasn8,0.003917754151879025
DHN_COGEN_WASTE,"treatment of waste emulsion paint, municipal incineration",yno54m2lfxkfslmhl5jqjzmoasfuxh1m,0.000732471986898891
DHN_COGEN_WASTE,"treatment of waste glass, municipal incineration",fn2oapwqg1gq2tuw7qphgh8h0t4ipm3w,0.000170158966407633
DHN_COGEN_WASTE,"treatment of waste paperboard, municipal incineration",o4w1wjpnkctdzhq7by0ngbm6ho0243mj,0.03241596608807133
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",c0rmpi8uhueax0vq5lxkxt37vyxh5hz1,4.588092984105681e-05
DHN_COGEN_WASTE,"treatment of waste polystyrene, municipal incineration",81kefvvd9llk1irv0sj9m18l2rnsaw5f,0.01748793604559293
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",y5ja42jtxvwnj36xv1jopmxz8o2ghjzz,4.845747101843789e-06
DHN_COGEN_WASTE,"treatment of used liquid crystal display module, municipal incineration",pxbc0a2pl0mu3ejqig94rgfct850b96u,0.0001425109441247547
DHN_COGEN_WASTE,"treatment of waste wood, untreated, municipal incineration",gk23ya1y9xuhed9sj2tpgwaj5gkq86ta,0.2531150616532692
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",h51rx8j5ipcg91cpaspan6c13r70vprh,0.001318468958867559
DHN_COGEN_WASTE,"treatment of waste sealing sheet, polyethylene, municipal incineration",jx0h8t9o3bknqu3hwtnvq7n6qhel3kku,0.00141534012755785
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",oqynrnwfji8v3u818g9821lmgvn0jcv6,3.078276584020738e-16
DHN_COGEN_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",bqfzb1n7onlxiph1ju8t3vuvxxppoihx,0.08481063407681307
DHN_COGEN_WASTE,"treatment of waste paint, municipal incineration",4jgbxjvzrt99aerxoxieaep8xvrpwm5a,0.006162328572572084
DHN_COGEN_WASTE,"treatment of waste plastic, industrial electronics, municipal incineration",51jnpqd1ucut131w0a3ltpf0l544mtld,0.003932278441258398
DHN_COGEN_WASTE_CC,"treatment of spent anion exchange resin from potable water production, municipal incineration",ugfhvdyje4myxwf0g7ve90bce4oz87bt,1.44992176893731e-06
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",hja0mmvsv1u5o3pnx7dvg7skmw0l1lzg,0.0002478552691769348
DHN_COGEN_WASTE_CC,"treatment of waste cement-fibre slab, dismantled, municipal incineration",m2wb5se846r5mrxf6k08e2t0sz2k9asj,0.0006597139725959587
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",o5um5c6fmbdpqfscd6ybad2tih8xzaab,0.0002254450273321832
DHN_COGEN_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",mfw9zgwc5p544ejg2c4xz98f06xp8wkp,0.01062000304772941
DHN_COGEN_WASTE_CC,"treatment of waste newspaper, municipal incineration",llxfg8hl0pe0qpw917hkxkw8fah4f5ds,0.02776127715839601
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",2b0hbnauqc8m7forp99g55b2os44bibt,9.797174095635677e-13
DHN_COGEN_WASTE_CC,"treatment of municipal solid waste, municipal incineration",qa79szjd5jdj0ffl27fl0pp97vfc9w45,0.04342031299761565
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",6oz89fajnh0rqj3f9ha4zlmb6442kluw,0.0008487718060174665
DHN_COGEN_WASTE_CC,"treatment of spent cation exchange resin from potable water production, municipal incineration",ky7inqblummqtxr7kc2q5fjlddmru4n0,1.108255152108245e-07
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",0fqo2uavdq20pcdc28rb5cbsq1xlvmi9,6.165897727942606e-15
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",ugq2ldt44s3710nbbpk36nsnjsj27q86,3.325775987079078e-06
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",o4msktj5rjmdygidk2ylkczjosjv2sqn,4.65802991646643e-12
DHN_COGEN_WASTE_CC,"treatment of waste wood pole, chrome preserved, municipal incineration",ec6eoqcbm1ys9y1647k2lzvog98dwams,0.00204100847421573
DHN_COGEN_WASTE_CC,"treatment of waste textile, soiled, municipal incineration",yl6w7ffr9c1l3v9wlpba2snisx2ayf5u,0.00926615080762631
DHN_COGEN_WASTE_CC,"treatment of waste plastic, mixture, municipal incineration",dvcyro8cal47gjzag2v30nsi5hl2lbzh,0.07555506356080281
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",rijpssbx05to8hvcqrahv0831xxzwbpy,8.796603986101573e-08
DHN_COGEN_WASTE_CC,"treatment of biowaste, municipal incineration",6p8293dmetres3dp2mry5zopztcgip6f,0.05903086183473824
DHN_COGEN_WASTE_CC,"treatment of waste rubber, unspecified, municipal incineration",oaot3jhsbu4w1myrmxy6cvvgd3ikqgty,0.00597053940406653
DHN_COGEN_WASTE_CC,"treatment of raw sewage sludge, municipal incineration",xnjdogno90mjp6qdw7diz80imars9alc,0.001997262697870713
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",8wxcn6mvhkfm1y24r93makap1vh084th,1.359335863373781e-06
DHN_COGEN_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",xgyydsuc8l1ghsyet6a00kq2uuyp183p,0.004676113974171375
DHN_COGEN_WASTE_CC,"treatment of waste polyvinylchloride, municipal incineration",ltqof5k5sj1mlmi8d8zzfuvf7p5h81aq,0.006160978774061147
DHN_COGEN_WASTE_CC,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",ru3hr4sykz1bv5wlxprlz9uxssny8u9d,0.003339376199807556
DHN_COGEN_WASTE_CC,"treatment of waste polypropylene, municipal incineration",vjnaxexsvh1xjukdtgqictkhlbb5kjaa,0.02401089815079357
DHN_COGEN_WASTE_CC,"treatment of waste polyvinylfluoride, municipal incineration",g66gkoge7k9yaqjjsfbxqk7fa0xdec3s,0.0007900089519034191
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",hyhf5asq21f4ccoengh64ztead7qcr6x,2.034467379614961e-09
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",8raq26sbus89t6ihm6e0eq9avzvw4ysx,0.0003753664263533487
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",09qsv8059sn4hsz3gejiqf7m0fmx0b93,9.206405630948103e-15
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",qjk7bdth3p3e0f8qsx0k30cikio791we,1.154013357849329e-07
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",fpg63r51tys49owbo5ch7ri77j84ye7i,0.0005915187340662672
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, industrial device, municipal incineration",mlx3hn0zrctluub7itq5ngc6taxle9li,0.001045575927107973
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT[R], WW from anaerobic digestion of whey, municipal incineration",k7j6p918g2qj2vhn3rpijf9er56mm7zo,0.007028617596899336
DHN_COGEN_WASTE_CC,"treatment of waste wire plastic, municipal incineration",pix2yzoqfg68ge7213j822hfk1r73u1z,0.0002433077833355358
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from hard fibreboard production, municipal incineration",ssplgign8jqbp1jbhufn8r6netuhd4p9,4.327561580329696e-06
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, laser printer, municipal incineration",wehgmzer6rpsrfu9v5ydmt58410hvf4n,0.0003085892768496114
DHN_COGEN_WASTE_CC,"treatment of waste building wood, chrome preserved, municipal incineration",vkty2597eejgiep5kl7ffjlregu6te4f,0.0009529835823144692
DHN_COGEN_WASTE_CC,"treatment of waste bitumen sheet, municipal incineration",qzxj8pv7v74jc88t8dcn3qhb3pqsi7g8,0.005279233372988365
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from particle board production, municipal incineration",mpfru3metbusfhl1junx8x1hkjux2gte,1.932304204860208e-08
DHN_COGEN_WASTE_CC,"treatment of waste polyethylene, municipal incineration",z49sexccyggmxyrpjftz0zihd7mbbzhq,0.08400399415691528
DHN_COGEN_WASTE_CC,"treatment of waste graphical paper, municipal incineration",vj84fvwb4835urp29in8i6d5bl0buojp,0.1236802245579232
DHN_COGEN_WASTE_CC,"treatment of digester sludge, municipal incineration",fe0a1le5wnatvyjumf55zk7l5untimhl,0.003369980952428378
DHN_COGEN_WASTE_CC,"treatment of waste sealing sheet, polyvinylchloride, municipal incineration",gw6q861dtfdvxb9rs0bw04s3thrwng5i,0.00087992986490036
DHN_COGEN_WASTE_CC,"treatment of waste polyethylene terephthalate, municipal incineration",py2x5acmomhwwwed6ksud4oqe6s2pwvr,0.01520554771454857
DHN_COGEN_WASTE_CC,"treatment of waste packaging paper, municipal incineration",ixyubzhx0slvycex41n0ssb8ljmn3mma,0.04439072395674384
DHN_COGEN_WASTE_CC,"treatment of waste polyurethane, municipal incineration",o4qkvyx843z75ajhzj2h24av7tvsiaa1,0.02012305711870778
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration",kciauuwhe0pnw8k41wyl7jwanni9euzu,3.026944379141186e-05
DHN_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",tw3298nmt6lbx67h6o3uqz7q1aaovws7,0.0009652743877517511
DHN_COGEN_WASTE_CC,"treatment of waste expanded polystyrene, municipal incineration",z7q05okyg5ooy2z8s294zeo8x77ghspa,0.007089582299203097
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, cathode ray tube display, municipal incineration",7mefbopeswroj20oy6d5p8omnari232x,0.0003639631301084718
DHN_COGEN_WASTE_CC,"treatment of waste vapour barrier, flame-retarded, municipal incineration",57kc7azshlreyae6c5d7zvae9ytay2q1,0.000314831263118604
DHN_COGEN_WASTE_CC,"treatment of residue from mechanical treatment, liquid crystal display, municipal incineration",wc4isd5s5weyg7xzoo8x4b1l5jkco2rl,0.001440757633971753
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from liquid crystal production, municipal incineration",7poavlqqovypuscbmrwbdv96k4x7jt6q,1.015318790529243e-12
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from grass refinery, municipal incineration",1bxzo3a9pn0bxykgjlom4tab9il2p940,1.259386852704175e-05
DHN_COGEN_WASTE_CC,"treatment of waste plastic, consumer electronics, municipal incineration",oah81aeazwdplyityrxs77wkmw8fanye,0.003917754151879025
DHN_COGEN_WASTE_CC,"treatment of waste emulsion paint, municipal incineration",fv7sn0ero5gx0zhetqtmp7txlpwzzznp,0.000732471986898891
DHN_COGEN_WASTE_CC,"treatment of waste glass, municipal incineration",lnubdr1yulyddwl1t7wtxueo84hx0he2,0.000170158966407633
DHN_COGEN_WASTE_CC,"treatment of waste paperboard, municipal incineration",fa5zuwwaqnqz9gzruicduzpxjrosz66o,0.03241596608807133
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from soft fibreboard production, municipal incineration",s76n0753a0efxdyhucbfou3y0i59uvvo,4.588092984105681e-05
DHN_COGEN_WASTE_CC,"treatment of waste polystyrene, municipal incineration",jk47eft7g5ibdns5aivdgt35t1e0ctsa,0.01748793604559293
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, condensate from light oil boiler, municipal incineration",opfgr36f3d4ti9l5arxws52aakxz0u68,4.845747101843789e-06
DHN_COGEN_WASTE_CC,"treatment of used liquid crystal display module, municipal incineration",w4d3mi9pan8yspoeo55ejwtp72961qr6,0.0001425109441247547
DHN_COGEN_WASTE_CC,"treatment of waste wood, untreated, municipal incineration",fkbizx48n1nwx54azn48tc12atiwj7m6,0.2531150616532692
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from potato starch production, municipal incineration",ee8tkvpnqo6w0uhpk2b0btwdtk0ga2pf,0.001318468958867559
DHN_COGEN_WASTE_CC,"treatment of waste sealing sheet, polyethylene, municipal incineration",3if24kcj42fe5mn24eijvnbjpe8kpn3z,0.00141534012755785
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",pas73egx8qct45jp6tzzw8ywtdtj0498,3.078276584020738e-16
DHN_COGEN_WASTE_CC,"treatment of sewage sludge, 70% water, WWT, WW from vegetable oil refinery, municipal incineration",e1fdfd1en75aws8okutvrq1u9nuw6znk,0.08481063407681307
DHN_COGEN_WASTE_CC,"treatment of waste paint, municipal incineration",xl1phtaoaxz25ikbg8tw2l5w4k67ujha,0.006162328572572084
DHN_COGEN_WASTE_CC,"treatment of waste plastic, industrial electronics, municipal incineration",gmdro7i6v8qcq03555ur0acjjbqn5x4s,0.003932278441258398
DHN_COGEN_WOOD,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",uswamxhlid2x4wm7j1xu68i6k2axgyky,1.0
DHN_DEEP_GEO,"heat production, deep geothermal",w4nuhvoger3m0wtox5jcbrhm6y6x8aay,1.0
DHN_HP_ELEC,"heat production, at heat pump 30kW, allocation exergy",04pp767gyofpjd8i0xkd9pk9elmbiz1s,1.0
DIRECT_USAGE,"carbon dioxide compression, transport and storage",mos3k4de8sdrwp2kda3lhyw06t6j39tr,1.0
DOGR,"carbon dioxide compression, transport and storage",jwlu1wuw1lyijg5ulh0multvmw47tx6q,1.0
EOR,"carbon dioxide compression, transport and storage",j35unekxxge16n8h4yijdlk5gqj65fc6,1.0
ETHANE_CRACKING,natural gas liquids fractionation,4z5b3bj99rbhb7y02o36xsov54dcbefv,1.0
ETHANE_OXIDATION,"acetic acid production, methanol carboxylation (Monsanto), product in 98% solution state",396txy5pewmgujpk3hirl9gccgkgmzna,1.0
ETHANE_TO_ETHYLENE,"unsaturated hydrocarbons production, steam cracking operation, average",ce8f2dummo8xanisirgelbhg9gxt03g8,1.0
ETHANOL_TO_JETFUELS,"kerosene production, from methanol, hydrogen from coal gasification, energy allocation",5b6ox8btnc04btomhvq1n8b0emx8f86t,1.0
ETHYLENE_POLYMERIZATION,"unsaturated hydrocarbons production, steam cracking operation, average",73yzvagxmuyv4d8bk97zk6jnc7l9nv4x,1.0
FOOD_PROD,beet sugar production,tozv24fbxol12e20peyk3gqin8nmx8ha,1.0
FOOD_PROD_HP,beet sugar production,fskt6etmizkf1s9bdpkrop8k4hmdjhj6,1.0
FOOD_PROD_HR,beet sugar production,wn0mrfzqqq9ysw74v1r7zznvfx8akz7j,1.0
FT,"diesel production, synthetic, from Fischer Tropsch process, hydrogen from wood gasification, energy allocation, at fuelling station",10tphwg1mr0hvt35ya7lnfawvvs9wcjc,1.0
FT,"diesel production, synthetic, Fischer Tropsch process, hydrogen from wood gasification, energy allocation",y3n3eqg9mcspyikcm5l06aepxp3zsjdm,1.00057
FT,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",s7e5226yx0yj8ayg5dis2156ers2iht9,2.2612881999999996
FT,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",qt52zshprhi2a6qf8wf1io6f4kyo2g01,0.28266102499999995
FT,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",urr15t0nrv4ixmrfw7zp587jra8fjaer,1.9786271749999997
GASIFICATION_H2,"hydrogen production, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant",w8m1927isvpsnogh7uzomiowefjte5hz,1.0
GASIFICATION_SNG,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",89xd0parmom7buvjsru2j5coffh5vyrj,1.0
GASIFICATION_SNG,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",s6agqziu108cpz5fb8mbokd1edcjhcwr,0.125
GASIFICATION_SNG,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",yhz27v5ves8tyqsuwx2xb59ktqzsj1va,0.875
GEOTHERMAL,"electricity production, deep geothermal",n5ou8yzgl6u8xn7ep6mg6wln3xreapqy,1.0
H2_CCGT,"electricity production, from hydrogen-fired one gigawatt gas turbine",z0qpd7fyb6llnhc6rst7ej3td6kduch9,1.0
H2_COMP_HE,"market for hydrogen, gaseous, low pressure",zb94336wes4wku2vwmbs8t6z88sk0v59,1.0
H2_COMP_LM,"market for hydrogen, gaseous, low pressure",e8gzdsf8kbw7ejyhm9x2krik9yehb2jl,1.0
H2_COMP_MH,"market for hydrogen, gaseous, low pressure",wqvsim8tiekmbcaio3srqjbs39ynoxd4,1.0
H2_EXP_EH,"market for hydrogen, gaseous, low pressure",epj55ijlwh68f3hhhcw5l7de92q33f9j,1.0
H2_EXP_EH_COGEN,"market for hydrogen, gaseous, low pressure",awm0mlpcduuwcgavquf3bjpvyfgav7a0,1.0
H2_EXP_HM,"market for hydrogen, gaseous, low pressure",7yzvcxgpl8g0oawydzip31pjygg34kr3,1.0
H2_EXP_HM_COGEN,"market for hydrogen, gaseous, low pressure",ggph2s2pl73k1vrwfye0qapifuwgui1i,1.0
H2_EXP_ML,"market for hydrogen, gaseous, low pressure",02tawm08jizw8t7isi51a86iu0l9u3zi,1.0
H2_EXP_ML_COGEN,"market for hydrogen, gaseous, low pressure",b3phsjfre8th7u6g0zbozx2x5uhlpe8l,1.0
H2_NG_CCGT,"electricity production, at natural gas-fired combined cycle power plant",zwt0uaffv2a95apzb41bny2zsw1eszn9,1.0
H2_NG_CCGT_CCS,"electricity production, at natural gas-fired combined cycle power plant, post, pipeline 200km, storage 1000m",u05sfscl2e2yv1jf3oqgygl3d7x93g3m,1.0
HT_LT_DEC,"market for heat, district or industrial, other than natural gas",g6q0srcn7hv2xuu8xi0zjnd3l63inuwo,1.0
HYDRO_DAM,"electricity production, hydro, reservoir, non-alpine region",jg8b0lqvsvdiab656x3z8counq75bdz7,1.0
HYDRO_GAS,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",2gitslwn16ngw3vmtq6ghncnn9xzguj1,1.0
HYDRO_GAS,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",ml22tvvnjixc7dqrd8mywtvk97uv580s,0.125
HYDRO_GAS,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",lk49vx81na617r33fkmgw1zq3zzugghl,0.875
HYDRO_GAS_CHP,"syngas, RWGS, Production, for Fischer Tropsch process, hydrogen from wood gasification",0wne7lae36k6il99pgkpzqjzjei0xz5a,1.0
HYDRO_GAS_CHP,"hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant",zrvuhdswl550009606w1ned5ht4pnujc,0.125
HYDRO_GAS_CHP,"carbon monoxide, from RWGS, for Fischer Tropsch process, hydrogen from wood gasification",zz1gqvn4b4jt4mxm03m2hnh0vqqn17n5,0.875
HYDRO_RIVER,"electricity production, hydro, run-of-river",adrfyapevb9gtn1tawe7r0umwiv6x7gp,1.0
IND_BOILER_COAL,"heat production, at hard coal industrial furnace 1-10MW",k5fckw4jqucxutqahoo11qolvi50yiwa,1.0
IND_BOILER_GAS,"heat production, natural gas, at industrial furnace >100kW",c0kjjacjih4mfccfjvvnyrsethwbe09t,1.0
IND_BOILER_OIL,"heat production, heavy fuel oil, at industrial furnace 1MW",lnanh61lt5w9msmmo3dssa3p5qfnstab,1.0
IND_BOILER_WASTE,"treatment of spent anion exchange resin from potable water production, municipal incineration",09j8ymm6hnb2i6a1wprlncbgqvyaba7z,1.44992176893731e-06
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, laptop computer, municipal incineration",h60rzff7vmyiffs9ha52no3gt8icoj7r,0.0002478552691769348
IND_BOILER_WASTE,"treatment of waste cement-fibre slab, dismantled, municipal incineration",4cg58bvaxaptwkv8yab294epoicdoggf,0.0006597139725959587
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from plywood production, municipal incineration",nv0cn4dpu69sugc8hze7xye9x279hl5c,0.0002254450273321832
IND_BOILER_WASTE,"treatment of waste rubber, unspecified, municipal incineration",92x1wv04nrrqh037eoesqz7ef8fdpnfi,0.01062000304772941
IND_BOILER_WASTE,"treatment of waste newspaper, municipal incineration",v0nk9j00haedq6yurkw8fgv6e2bn8uh5,0.02776127715839601
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD backlight production, municipal incineration",ydsjnbox6rktgksrkxoda0txjze9xgk4,9.797174095635677e-13
IND_BOILER_WASTE,"treatment of municipal solid waste, municipal incineration",hht3eaocuurrtp14o5mpioqhz3bzzjw4,0.04342031299761565
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, desktop computer, municipal incineration",z0fdkovm5ehvgkrtit4cgbgadg0c2zc8,0.0008487718060174665
IND_BOILER_WASTE,"treatment of spent cation exchange resin from potable water production, municipal incineration",sonw9tekcieeipnktliysbs288k9q81x,1.108255152108245e-07
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, rainwater mineral oil storage, municipal incineration",evnofn469rftpmdq2nep80mohnh48xu4,6.165897727942606e-15
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from medium density board production, municipal incineration",a3n2f611rwkfy416deed3nfwsfj6tu4k,3.325775987079078e-06
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from LCD production, municipal incineration",q8zjbtkohmxe5ozdfmwepy5ur2cafcrm,4.65802991646643e-12
IND_BOILER_WASTE,"treatment of waste wood pole, chrome preserved, municipal incineration",16dek30fkz9g6hz7homdlike5qiwvepp,0.00204100847421573
IND_BOILER_WASTE,"treatment of waste textile, soiled, municipal incineration",wf0il5bt0ss1yozh9y38kmb5glh1id82,0.00926615080762631
IND_BOILER_WASTE,"treatment of waste plastic, mixture, municipal incineration",m2cptqruq9pawuhrtvxllb7fvt5kyy2x,0.07555506356080281
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, heat carrier liquid, 40% C3H8O2, municipal incineration",9zxdt6gijlddyvqpmb81edjaosdjsivg,8.796603986101573e-08
IND_BOILER_WASTE,"treatment of biowaste, municipal incineration",45kswk0i9bcrbuiz5kge476a8rud1z0g,0.05903086183473824
IND_BOILER_WASTE,"treatment of waste rubber, unspecified, municipal incineration",9r9us9q3fbpnt8rn3gbm77ybbvp0vbey,0.00597053940406653
IND_BOILER_WASTE,"treatment of raw sewage sludge, municipal incineration",5hhl382593pp7g9b9x5e8szahrw0ry1f,0.001997262697870713
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",lcj1jxmm48b6ji7chcot3a8fvkcl5n6f,1.359335863373781e-06
IND_BOILER_WASTE,"treatment of waste emulsion paint, municipal incineration",etz4vxvmfbqj9krd3anle38tl795vdt7,0.004676113974171375
IND_BOILER_WASTE,"treatment of waste polyvinylchloride, municipal incineration",80nbst5h4rbko54rdr9jswrloj1tjw1e,0.006160978774061147
IND_BOILER_WASTE,"treatment of residue from shredder fraction from manual dismantling, municipal incineration",zsc0fw7ge28nlkktzdei7jnea18wi7gk,0.003339376199807556
IND_BOILER_WASTE,"treatment of waste polypropylene, municipal incineration",022ki8lj2k7cffb25o2vkyky54npse17,0.02401089815079357
IND_BOILER_WASTE,"treatment of waste polyvinylfluoride, municipal incineration",ihfmz45s0chglze7ke7sa39tcw1a27b5,0.0007900089519034191
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from concrete production, municipal incineration",v07g57qqopnxwin85wbzix5m7j6xpbzz,2.034467379614961e-09
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, IT accessory, municipal incineration",rj65tv77qfx0fzlivol9bt711obeognr,0.0003753664263533487
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from CRT production, municipal incineration",rc57f2dxdiy9ejo6w2nv1rtoup3roe0s,9.206405630948103e-15
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW, average, municipal incineration",gkhite4s0otzt1ctnt2y09q92f2vxh2p,1.154013357849329e-07
IND_BOILER_WASTE,"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration",ueio83u1ap6a8drq11eosjrw7gn4b636,0.0005915187340662672
IND_BOILER_WASTE,"treatment of residue from mechanical treatment, industrial device, municipal incineration",cu498eyvmdlk0a6nbphud18ryyw4d8l9,0.001045575927107973
